GENE	REF1	REF2	CORR
ENSG00000027001.7:MIPEP	Artery_Coronary	Brain_Anterior_cingulate_cortex_BA24	 0.7272
ENSG00000027001.7:MIPEP	Artery_Coronary	Brain_Caudate_basal_ganglia	 0.8930
ENSG00000027001.7:MIPEP	Brain_Anterior_cingulate_cortex_BA24	Brain_Caudate_basal_ganglia	 0.7677
ENSG00000027001.7:MIPEP	Artery_Coronary	Brain_Hippocampus	 0.7637
ENSG00000027001.7:MIPEP	Brain_Anterior_cingulate_cortex_BA24	Brain_Hippocampus	 0.6479
ENSG00000027001.7:MIPEP	Brain_Caudate_basal_ganglia	Brain_Hippocampus	 0.7634
ENSG00000027001.7:MIPEP	Artery_Coronary	Brain_Nucleus_accumbens_basal_ganglia	 0.6977
ENSG00000027001.7:MIPEP	Brain_Anterior_cingulate_cortex_BA24	Brain_Nucleus_accumbens_basal_ganglia	 0.6939
ENSG00000027001.7:MIPEP	Brain_Caudate_basal_ganglia	Brain_Nucleus_accumbens_basal_ganglia	 0.8397
ENSG00000027001.7:MIPEP	Brain_Hippocampus	Brain_Nucleus_accumbens_basal_ganglia	 0.6890
ENSG00000027001.7:MIPEP	Artery_Coronary	Brain_Spinal_cord_cervical_c-1	 0.5437
ENSG00000027001.7:MIPEP	Brain_Anterior_cingulate_cortex_BA24	Brain_Spinal_cord_cervical_c-1	 0.5514
ENSG00000027001.7:MIPEP	Brain_Caudate_basal_ganglia	Brain_Spinal_cord_cervical_c-1	 0.5303
ENSG00000027001.7:MIPEP	Brain_Hippocampus	Brain_Spinal_cord_cervical_c-1	 0.5751
ENSG00000027001.7:MIPEP	Brain_Nucleus_accumbens_basal_ganglia	Brain_Spinal_cord_cervical_c-1	 0.6664
ENSG00000027001.7:MIPEP	Artery_Coronary	Brain_Substantia_nigra	 0.9173
ENSG00000027001.7:MIPEP	Brain_Anterior_cingulate_cortex_BA24	Brain_Substantia_nigra	 0.7816
ENSG00000027001.7:MIPEP	Brain_Caudate_basal_ganglia	Brain_Substantia_nigra	 0.9459
ENSG00000027001.7:MIPEP	Brain_Hippocampus	Brain_Substantia_nigra	 0.7900
ENSG00000027001.7:MIPEP	Brain_Nucleus_accumbens_basal_ganglia	Brain_Substantia_nigra	 0.8755
ENSG00000027001.7:MIPEP	Brain_Spinal_cord_cervical_c-1	Brain_Substantia_nigra	 0.6390
ENSG00000027001.7:MIPEP	Artery_Coronary	Colon_Sigmoid	 0.8063
ENSG00000027001.7:MIPEP	Brain_Anterior_cingulate_cortex_BA24	Colon_Sigmoid	 0.6213
ENSG00000027001.7:MIPEP	Brain_Caudate_basal_ganglia	Colon_Sigmoid	 0.7013
ENSG00000027001.7:MIPEP	Brain_Hippocampus	Colon_Sigmoid	 0.6335
ENSG00000027001.7:MIPEP	Brain_Nucleus_accumbens_basal_ganglia	Colon_Sigmoid	 0.5449
ENSG00000027001.7:MIPEP	Brain_Spinal_cord_cervical_c-1	Colon_Sigmoid	 0.4124
ENSG00000027001.7:MIPEP	Brain_Substantia_nigra	Colon_Sigmoid	 0.7737
ENSG00000027001.7:MIPEP	Artery_Coronary	Colon_Transverse	 0.7080
ENSG00000027001.7:MIPEP	Brain_Anterior_cingulate_cortex_BA24	Colon_Transverse	 0.5334
ENSG00000027001.7:MIPEP	Brain_Caudate_basal_ganglia	Colon_Transverse	 0.5923
ENSG00000027001.7:MIPEP	Brain_Hippocampus	Colon_Transverse	 0.5141
ENSG00000027001.7:MIPEP	Brain_Nucleus_accumbens_basal_ganglia	Colon_Transverse	 0.4249
ENSG00000027001.7:MIPEP	Brain_Spinal_cord_cervical_c-1	Colon_Transverse	 0.3321
ENSG00000027001.7:MIPEP	Brain_Substantia_nigra	Colon_Transverse	 0.6643
ENSG00000027001.7:MIPEP	Colon_Sigmoid	Colon_Transverse	 0.9251
ENSG00000027001.7:MIPEP	Artery_Coronary	Esophagus_Mucosa	 0.3072
ENSG00000027001.7:MIPEP	Brain_Anterior_cingulate_cortex_BA24	Esophagus_Mucosa	 0.1745
ENSG00000027001.7:MIPEP	Brain_Caudate_basal_ganglia	Esophagus_Mucosa	 0.1295
ENSG00000027001.7:MIPEP	Brain_Hippocampus	Esophagus_Mucosa	 0.1701
ENSG00000027001.7:MIPEP	Brain_Nucleus_accumbens_basal_ganglia	Esophagus_Mucosa	-0.0608
ENSG00000027001.7:MIPEP	Brain_Spinal_cord_cervical_c-1	Esophagus_Mucosa	-0.0424
ENSG00000027001.7:MIPEP	Brain_Substantia_nigra	Esophagus_Mucosa	 0.1948
ENSG00000027001.7:MIPEP	Colon_Sigmoid	Esophagus_Mucosa	 0.7524
ENSG00000027001.7:MIPEP	Colon_Transverse	Esophagus_Mucosa	 0.7720
ENSG00000027001.7:MIPEP	Artery_Coronary	Heart_Left_Ventricle	-0.1967
ENSG00000027001.7:MIPEP	Brain_Anterior_cingulate_cortex_BA24	Heart_Left_Ventricle	-0.2365
ENSG00000027001.7:MIPEP	Brain_Caudate_basal_ganglia	Heart_Left_Ventricle	-0.1225
ENSG00000027001.7:MIPEP	Brain_Hippocampus	Heart_Left_Ventricle	-0.2096
ENSG00000027001.7:MIPEP	Brain_Nucleus_accumbens_basal_ganglia	Heart_Left_Ventricle	-0.3682
ENSG00000027001.7:MIPEP	Brain_Spinal_cord_cervical_c-1	Heart_Left_Ventricle	-0.4597
ENSG00000027001.7:MIPEP	Brain_Substantia_nigra	Heart_Left_Ventricle	-0.2673
ENSG00000027001.7:MIPEP	Colon_Sigmoid	Heart_Left_Ventricle	-0.1329
ENSG00000027001.7:MIPEP	Colon_Transverse	Heart_Left_Ventricle	-0.1099
ENSG00000027001.7:MIPEP	Esophagus_Mucosa	Heart_Left_Ventricle	 0.0906
ENSG00000027001.7:MIPEP	Artery_Coronary	Liver	 0.1625
ENSG00000027001.7:MIPEP	Brain_Anterior_cingulate_cortex_BA24	Liver	 0.0884
ENSG00000027001.7:MIPEP	Brain_Caudate_basal_ganglia	Liver	 0.1471
ENSG00000027001.7:MIPEP	Brain_Hippocampus	Liver	 0.0895
ENSG00000027001.7:MIPEP	Brain_Nucleus_accumbens_basal_ganglia	Liver	 0.1492
ENSG00000027001.7:MIPEP	Brain_Spinal_cord_cervical_c-1	Liver	 0.0260
ENSG00000027001.7:MIPEP	Brain_Substantia_nigra	Liver	 0.1535
ENSG00000027001.7:MIPEP	Colon_Sigmoid	Liver	 0.1614
ENSG00000027001.7:MIPEP	Colon_Transverse	Liver	 0.1607
ENSG00000027001.7:MIPEP	Esophagus_Mucosa	Liver	 0.0896
ENSG00000027001.7:MIPEP	Heart_Left_Ventricle	Liver	-0.1024
ENSG00000027001.7:MIPEP	Artery_Coronary	Pituitary	 0.8696
ENSG00000027001.7:MIPEP	Brain_Anterior_cingulate_cortex_BA24	Pituitary	 0.8192
ENSG00000027001.7:MIPEP	Brain_Caudate_basal_ganglia	Pituitary	 0.8736
ENSG00000027001.7:MIPEP	Brain_Hippocampus	Pituitary	 0.7519
ENSG00000027001.7:MIPEP	Brain_Nucleus_accumbens_basal_ganglia	Pituitary	 0.8094
ENSG00000027001.7:MIPEP	Brain_Spinal_cord_cervical_c-1	Pituitary	 0.6501
ENSG00000027001.7:MIPEP	Brain_Substantia_nigra	Pituitary	 0.9128
ENSG00000027001.7:MIPEP	Colon_Sigmoid	Pituitary	 0.7770
ENSG00000027001.7:MIPEP	Colon_Transverse	Pituitary	 0.6694
ENSG00000027001.7:MIPEP	Esophagus_Mucosa	Pituitary	 0.2798
ENSG00000027001.7:MIPEP	Heart_Left_Ventricle	Pituitary	-0.2784
ENSG00000027001.7:MIPEP	Liver	Pituitary	 0.2126
ENSG00000027001.7:MIPEP	Artery_Coronary	Skin_Not_Sun_Exposed_Suprapubic	 0.9310
ENSG00000027001.7:MIPEP	Brain_Anterior_cingulate_cortex_BA24	Skin_Not_Sun_Exposed_Suprapubic	 0.7699
ENSG00000027001.7:MIPEP	Brain_Caudate_basal_ganglia	Skin_Not_Sun_Exposed_Suprapubic	 0.9160
ENSG00000027001.7:MIPEP	Brain_Hippocampus	Skin_Not_Sun_Exposed_Suprapubic	 0.7669
ENSG00000027001.7:MIPEP	Brain_Nucleus_accumbens_basal_ganglia	Skin_Not_Sun_Exposed_Suprapubic	 0.7654
ENSG00000027001.7:MIPEP	Brain_Spinal_cord_cervical_c-1	Skin_Not_Sun_Exposed_Suprapubic	 0.5240
ENSG00000027001.7:MIPEP	Brain_Substantia_nigra	Skin_Not_Sun_Exposed_Suprapubic	 0.9456
ENSG00000027001.7:MIPEP	Colon_Sigmoid	Skin_Not_Sun_Exposed_Suprapubic	 0.9057
ENSG00000027001.7:MIPEP	Colon_Transverse	Skin_Not_Sun_Exposed_Suprapubic	 0.8096
ENSG00000027001.7:MIPEP	Esophagus_Mucosa	Skin_Not_Sun_Exposed_Suprapubic	 0.4442
ENSG00000027001.7:MIPEP	Heart_Left_Ventricle	Skin_Not_Sun_Exposed_Suprapubic	-0.1610
ENSG00000027001.7:MIPEP	Liver	Skin_Not_Sun_Exposed_Suprapubic	 0.1633
ENSG00000027001.7:MIPEP	Pituitary	Skin_Not_Sun_Exposed_Suprapubic	 0.9068
ENSG00000027001.7:MIPEP	Artery_Coronary	Stomach	 0.7237
ENSG00000027001.7:MIPEP	Brain_Anterior_cingulate_cortex_BA24	Stomach	 0.5487
ENSG00000027001.7:MIPEP	Brain_Caudate_basal_ganglia	Stomach	 0.6802
ENSG00000027001.7:MIPEP	Brain_Hippocampus	Stomach	 0.5425
ENSG00000027001.7:MIPEP	Brain_Nucleus_accumbens_basal_ganglia	Stomach	 0.4037
