GENE	REF1	REF2	CORR
ENSG00000004468.8:CD38	Adipose_Subcutaneous	Adipose_Visceral_Omentum	 0.33909
ENSG00000004468.8:CD38	Adipose_Subcutaneous	Brain_Cerebellum	 0.33254
ENSG00000004468.8:CD38	Adipose_Visceral_Omentum	Brain_Cerebellum	 0.06513
ENSG00000004468.8:CD38	Adipose_Subcutaneous	Brain_Cortex	 0.00455
ENSG00000004468.8:CD38	Adipose_Visceral_Omentum	Brain_Cortex	-0.29676
ENSG00000004468.8:CD38	Brain_Cerebellum	Brain_Cortex	 0.14223
ENSG00000004468.8:CD38	Adipose_Subcutaneous	Brain_Frontal_Cortex_BA9	-0.03331
ENSG00000004468.8:CD38	Adipose_Visceral_Omentum	Brain_Frontal_Cortex_BA9	-0.18378
ENSG00000004468.8:CD38	Brain_Cerebellum	Brain_Frontal_Cortex_BA9	 0.14398
ENSG00000004468.8:CD38	Brain_Cortex	Brain_Frontal_Cortex_BA9	 0.59689
ENSG00000004468.8:CD38	Adipose_Subcutaneous	Brain_Nucleus_accumbens_basal_ganglia	-0.14484
ENSG00000004468.8:CD38	Adipose_Visceral_Omentum	Brain_Nucleus_accumbens_basal_ganglia	-0.32371
ENSG00000004468.8:CD38	Brain_Cerebellum	Brain_Nucleus_accumbens_basal_ganglia	-0.01809
ENSG00000004468.8:CD38	Brain_Cortex	Brain_Nucleus_accumbens_basal_ganglia	 0.94863
ENSG00000004468.8:CD38	Brain_Frontal_Cortex_BA9	Brain_Nucleus_accumbens_basal_ganglia	 0.51991
ENSG00000004468.8:CD38	Adipose_Subcutaneous	Brain_Putamen_basal_ganglia	-0.10068
ENSG00000004468.8:CD38	Adipose_Visceral_Omentum	Brain_Putamen_basal_ganglia	-0.43477
ENSG00000004468.8:CD38	Brain_Cerebellum	Brain_Putamen_basal_ganglia	 0.08497
ENSG00000004468.8:CD38	Brain_Cortex	Brain_Putamen_basal_ganglia	 0.75006
ENSG00000004468.8:CD38	Brain_Frontal_Cortex_BA9	Brain_Putamen_basal_ganglia	 0.62943
ENSG00000004468.8:CD38	Brain_Nucleus_accumbens_basal_ganglia	Brain_Putamen_basal_ganglia	 0.70333
ENSG00000004468.8:CD38	Adipose_Subcutaneous	Colon_Sigmoid	 0.39249
ENSG00000004468.8:CD38	Adipose_Visceral_Omentum	Colon_Sigmoid	 0.63285
ENSG00000004468.8:CD38	Brain_Cerebellum	Colon_Sigmoid	 0.10818
ENSG00000004468.8:CD38	Brain_Cortex	Colon_Sigmoid	-0.15299
ENSG00000004468.8:CD38	Brain_Frontal_Cortex_BA9	Colon_Sigmoid	-0.01548
ENSG00000004468.8:CD38	Brain_Nucleus_accumbens_basal_ganglia	Colon_Sigmoid	-0.25332
ENSG00000004468.8:CD38	Brain_Putamen_basal_ganglia	Colon_Sigmoid	-0.33731
ENSG00000004468.8:CD38	Adipose_Subcutaneous	Esophagus_Gastroesophageal_Junction	 0.49941
ENSG00000004468.8:CD38	Adipose_Visceral_Omentum	Esophagus_Gastroesophageal_Junction	 0.61771
ENSG00000004468.8:CD38	Brain_Cerebellum	Esophagus_Gastroesophageal_Junction	 0.24411
ENSG00000004468.8:CD38	Brain_Cortex	Esophagus_Gastroesophageal_Junction	-0.14152
ENSG00000004468.8:CD38	Brain_Frontal_Cortex_BA9	Esophagus_Gastroesophageal_Junction	-0.11478
ENSG00000004468.8:CD38	Brain_Nucleus_accumbens_basal_ganglia	Esophagus_Gastroesophageal_Junction	-0.22636
ENSG00000004468.8:CD38	Brain_Putamen_basal_ganglia	Esophagus_Gastroesophageal_Junction	-0.31607
ENSG00000004468.8:CD38	Colon_Sigmoid	Esophagus_Gastroesophageal_Junction	 0.58591
ENSG00000004468.8:CD38	Adipose_Subcutaneous	Esophagus_Mucosa	 0.36644
ENSG00000004468.8:CD38	Adipose_Visceral_Omentum	Esophagus_Mucosa	-0.15437
ENSG00000004468.8:CD38	Brain_Cerebellum	Esophagus_Mucosa	 0.29154
ENSG00000004468.8:CD38	Brain_Cortex	Esophagus_Mucosa	 0.12330
ENSG00000004468.8:CD38	Brain_Frontal_Cortex_BA9	Esophagus_Mucosa	 0.16390
ENSG00000004468.8:CD38	Brain_Nucleus_accumbens_basal_ganglia	Esophagus_Mucosa	 0.07132
ENSG00000004468.8:CD38	Brain_Putamen_basal_ganglia	Esophagus_Mucosa	 0.26338
ENSG00000004468.8:CD38	Colon_Sigmoid	Esophagus_Mucosa	-0.12228
ENSG00000004468.8:CD38	Esophagus_Gastroesophageal_Junction	Esophagus_Mucosa	 0.01666
ENSG00000004468.8:CD38	Adipose_Subcutaneous	Esophagus_Muscularis	 0.45632
ENSG00000004468.8:CD38	Adipose_Visceral_Omentum	Esophagus_Muscularis	 0.84961
ENSG00000004468.8:CD38	Brain_Cerebellum	Esophagus_Muscularis	 0.13414
ENSG00000004468.8:CD38	Brain_Cortex	Esophagus_Muscularis	-0.17881
ENSG00000004468.8:CD38	Brain_Frontal_Cortex_BA9	Esophagus_Muscularis	-0.02138
ENSG00000004468.8:CD38	Brain_Nucleus_accumbens_basal_ganglia	Esophagus_Muscularis	-0.26110
ENSG00000004468.8:CD38	Brain_Putamen_basal_ganglia	Esophagus_Muscularis	-0.39759
ENSG00000004468.8:CD38	Colon_Sigmoid	Esophagus_Muscularis	 0.69322
ENSG00000004468.8:CD38	Esophagus_Gastroesophageal_Junction	Esophagus_Muscularis	 0.73664
ENSG00000004468.8:CD38	Esophagus_Mucosa	Esophagus_Muscularis	-0.09629
ENSG00000004468.8:CD38	Adipose_Subcutaneous	Heart_Atrial_Appendage	 0.51453
ENSG00000004468.8:CD38	Adipose_Visceral_Omentum	Heart_Atrial_Appendage	 0.70539
ENSG00000004468.8:CD38	Brain_Cerebellum	Heart_Atrial_Appendage	 0.18432
ENSG00000004468.8:CD38	Brain_Cortex	Heart_Atrial_Appendage	-0.24509
ENSG00000004468.8:CD38	Brain_Frontal_Cortex_BA9	Heart_Atrial_Appendage	-0.11182
ENSG00000004468.8:CD38	Brain_Nucleus_accumbens_basal_ganglia	Heart_Atrial_Appendage	-0.35333
ENSG00000004468.8:CD38	Brain_Putamen_basal_ganglia	Heart_Atrial_Appendage	-0.48227
ENSG00000004468.8:CD38	Colon_Sigmoid	Heart_Atrial_Appendage	 0.63415
ENSG00000004468.8:CD38	Esophagus_Gastroesophageal_Junction	Heart_Atrial_Appendage	 0.74110
ENSG00000004468.8:CD38	Esophagus_Mucosa	Heart_Atrial_Appendage	-0.10525
ENSG00000004468.8:CD38	Esophagus_Muscularis	Heart_Atrial_Appendage	 0.88256
ENSG00000004468.8:CD38	Adipose_Subcutaneous	Heart_Left_Ventricle	 0.42729
ENSG00000004468.8:CD38	Adipose_Visceral_Omentum	Heart_Left_Ventricle	 0.90588
ENSG00000004468.8:CD38	Brain_Cerebellum	Heart_Left_Ventricle	 0.15264
ENSG00000004468.8:CD38	Brain_Cortex	Heart_Left_Ventricle	-0.30008
ENSG00000004468.8:CD38	Brain_Frontal_Cortex_BA9	Heart_Left_Ventricle	-0.09330
ENSG00000004468.8:CD38	Brain_Nucleus_accumbens_basal_ganglia	Heart_Left_Ventricle	-0.38762
ENSG00000004468.8:CD38	Brain_Putamen_basal_ganglia	Heart_Left_Ventricle	-0.44999
ENSG00000004468.8:CD38	Colon_Sigmoid	Heart_Left_Ventricle	 0.70300
ENSG00000004468.8:CD38	Esophagus_Gastroesophageal_Junction	Heart_Left_Ventricle	 0.68071
ENSG00000004468.8:CD38	Esophagus_Mucosa	Heart_Left_Ventricle	-0.11461
ENSG00000004468.8:CD38	Esophagus_Muscularis	Heart_Left_Ventricle	 0.94381
ENSG00000004468.8:CD38	Heart_Atrial_Appendage	Heart_Left_Ventricle	 0.80235
ENSG00000004468.8:CD38	Adipose_Subcutaneous	Nerve_Tibial	 0.42110
ENSG00000004468.8:CD38	Adipose_Visceral_Omentum	Nerve_Tibial	 0.76143
ENSG00000004468.8:CD38	Brain_Cerebellum	Nerve_Tibial	 0.21232
ENSG00000004468.8:CD38	Brain_Cortex	Nerve_Tibial	-0.38817
ENSG00000004468.8:CD38	Brain_Frontal_Cortex_BA9	Nerve_Tibial	-0.15274
ENSG00000004468.8:CD38	Brain_Nucleus_accumbens_basal_ganglia	Nerve_Tibial	-0.46100
ENSG00000004468.8:CD38	Brain_Putamen_basal_ganglia	Nerve_Tibial	-0.37779
ENSG00000004468.8:CD38	Colon_Sigmoid	Nerve_Tibial	 0.60040
ENSG00000004468.8:CD38	Esophagus_Gastroesophageal_Junction	Nerve_Tibial	 0.60911
ENSG00000004468.8:CD38	Esophagus_Mucosa	Nerve_Tibial	 0.06642
ENSG00000004468.8:CD38	Esophagus_Muscularis	Nerve_Tibial	 0.70728
ENSG00000004468.8:CD38	Heart_Atrial_Appendage	Nerve_Tibial	 0.57161
ENSG00000004468.8:CD38	Heart_Left_Ventricle	Nerve_Tibial	 0.83948
ENSG00000004468.8:CD38	Adipose_Subcutaneous	Skin_Sun_Exposed_Lower_leg	 0.60666
ENSG00000004468.8:CD38	Adipose_Visceral_Omentum	Skin_Sun_Exposed_Lower_leg	 0.54628
ENSG00000004468.8:CD38	Brain_Cerebellum	Skin_Sun_Exposed_Lower_leg	 0.25478
ENSG00000004468.8:CD38	Brain_Cortex	Skin_Sun_Exposed_Lower_leg	-0.17370
ENSG00000004468.8:CD38	Brain_Frontal_Cortex_BA9	Skin_Sun_Exposed_Lower_leg	-0.05595
ENSG00000004468.8:CD38	Brain_Nucleus_accumbens_basal_ganglia	Skin_Sun_Exposed_Lower_leg	-0.32890
