GENE	REF1	REF2	CORR
ENSG00000001167.10:NFYA	Adrenal_Gland	Artery_Aorta	0.408
ENSG00000001167.10:NFYA	Adrenal_Gland	Artery_Tibial	0.452
ENSG00000001167.10:NFYA	Artery_Aorta	Artery_Tibial	0.927
ENSG00000001167.10:NFYA	Adrenal_Gland	Brain_Cortex	0.383
ENSG00000001167.10:NFYA	Artery_Aorta	Brain_Cortex	0.899
ENSG00000001167.10:NFYA	Artery_Tibial	Brain_Cortex	0.927
ENSG00000001167.10:NFYA	Adrenal_Gland	Cells_Transformed_fibroblasts	0.420
ENSG00000001167.10:NFYA	Artery_Aorta	Cells_Transformed_fibroblasts	0.899
ENSG00000001167.10:NFYA	Artery_Tibial	Cells_Transformed_fibroblasts	0.944
ENSG00000001167.10:NFYA	Brain_Cortex	Cells_Transformed_fibroblasts	0.908
ENSG00000001167.10:NFYA	Adrenal_Gland	Esophagus_Mucosa	0.436
ENSG00000001167.10:NFYA	Artery_Aorta	Esophagus_Mucosa	0.919
ENSG00000001167.10:NFYA	Artery_Tibial	Esophagus_Mucosa	0.939
ENSG00000001167.10:NFYA	Brain_Cortex	Esophagus_Mucosa	0.891
ENSG00000001167.10:NFYA	Cells_Transformed_fibroblasts	Esophagus_Mucosa	0.904
ENSG00000001167.10:NFYA	Adrenal_Gland	Heart_Atrial_Appendage	0.282
ENSG00000001167.10:NFYA	Artery_Aorta	Heart_Atrial_Appendage	0.628
ENSG00000001167.10:NFYA	Artery_Tibial	Heart_Atrial_Appendage	0.597
ENSG00000001167.10:NFYA	Brain_Cortex	Heart_Atrial_Appendage	0.615
ENSG00000001167.10:NFYA	Cells_Transformed_fibroblasts	Heart_Atrial_Appendage	0.592
ENSG00000001167.10:NFYA	Esophagus_Mucosa	Heart_Atrial_Appendage	0.656
ENSG00000001167.10:NFYA	Adrenal_Gland	Heart_Left_Ventricle	0.388
ENSG00000001167.10:NFYA	Artery_Aorta	Heart_Left_Ventricle	0.576
ENSG00000001167.10:NFYA	Artery_Tibial	Heart_Left_Ventricle	0.606
ENSG00000001167.10:NFYA	Brain_Cortex	Heart_Left_Ventricle	0.532
ENSG00000001167.10:NFYA	Cells_Transformed_fibroblasts	Heart_Left_Ventricle	0.587
ENSG00000001167.10:NFYA	Esophagus_Mucosa	Heart_Left_Ventricle	0.563
ENSG00000001167.10:NFYA	Heart_Atrial_Appendage	Heart_Left_Ventricle	0.196
ENSG00000001167.10:NFYA	Adrenal_Gland	Lung	0.363
ENSG00000001167.10:NFYA	Artery_Aorta	Lung	0.875
ENSG00000001167.10:NFYA	Artery_Tibial	Lung	0.912
ENSG00000001167.10:NFYA	Brain_Cortex	Lung	0.889
ENSG00000001167.10:NFYA	Cells_Transformed_fibroblasts	Lung	0.873
ENSG00000001167.10:NFYA	Esophagus_Mucosa	Lung	0.890
ENSG00000001167.10:NFYA	Heart_Atrial_Appendage	Lung	0.528
ENSG00000001167.10:NFYA	Heart_Left_Ventricle	Lung	0.570
ENSG00000001167.10:NFYA	Adrenal_Gland	Ovary	0.406
ENSG00000001167.10:NFYA	Artery_Aorta	Ovary	0.782
ENSG00000001167.10:NFYA	Artery_Tibial	Ovary	0.774
ENSG00000001167.10:NFYA	Brain_Cortex	Ovary	0.733
ENSG00000001167.10:NFYA	Cells_Transformed_fibroblasts	Ovary	0.732
ENSG00000001167.10:NFYA	Esophagus_Mucosa	Ovary	0.771
ENSG00000001167.10:NFYA	Heart_Atrial_Appendage	Ovary	0.507
ENSG00000001167.10:NFYA	Heart_Left_Ventricle	Ovary	0.457
ENSG00000001167.10:NFYA	Lung	Ovary	0.707
ENSG00000001167.10:NFYA	Adrenal_Gland	Prostate	0.293
ENSG00000001167.10:NFYA	Artery_Aorta	Prostate	0.530
ENSG00000001167.10:NFYA	Artery_Tibial	Prostate	0.575
ENSG00000001167.10:NFYA	Brain_Cortex	Prostate	0.474
ENSG00000001167.10:NFYA	Cells_Transformed_fibroblasts	Prostate	0.548
ENSG00000001167.10:NFYA	Esophagus_Mucosa	Prostate	0.596
ENSG00000001167.10:NFYA	Heart_Atrial_Appendage	Prostate	0.337
ENSG00000001167.10:NFYA	Heart_Left_Ventricle	Prostate	0.434
ENSG00000001167.10:NFYA	Lung	Prostate	0.539
ENSG00000001167.10:NFYA	Ovary	Prostate	0.553
ENSG00000001167.10:NFYA	Adrenal_Gland	Testis	0.270
ENSG00000001167.10:NFYA	Artery_Aorta	Testis	0.541
ENSG00000001167.10:NFYA	Artery_Tibial	Testis	0.544
ENSG00000001167.10:NFYA	Brain_Cortex	Testis	0.499
ENSG00000001167.10:NFYA	Cells_Transformed_fibroblasts	Testis	0.537
ENSG00000001167.10:NFYA	Esophagus_Mucosa	Testis	0.601
ENSG00000001167.10:NFYA	Heart_Atrial_Appendage	Testis	0.408
ENSG00000001167.10:NFYA	Heart_Left_Ventricle	Testis	0.360
ENSG00000001167.10:NFYA	Lung	Testis	0.412
ENSG00000001167.10:NFYA	Ovary	Testis	0.448
ENSG00000001167.10:NFYA	Prostate	Testis	0.355
ENSG00000001167.10:NFYA	Adrenal_Gland	Vagina	0.387
ENSG00000001167.10:NFYA	Artery_Aorta	Vagina	0.649
ENSG00000001167.10:NFYA	Artery_Tibial	Vagina	0.678
ENSG00000001167.10:NFYA	Brain_Cortex	Vagina	0.626
ENSG00000001167.10:NFYA	Cells_Transformed_fibroblasts	Vagina	0.615
ENSG00000001167.10:NFYA	Esophagus_Mucosa	Vagina	0.628
ENSG00000001167.10:NFYA	Heart_Atrial_Appendage	Vagina	0.421
ENSG00000001167.10:NFYA	Heart_Left_Ventricle	Vagina	0.657
ENSG00000001167.10:NFYA	Lung	Vagina	0.708
ENSG00000001167.10:NFYA	Ovary	Vagina	0.593
ENSG00000001167.10:NFYA	Prostate	Vagina	0.395
ENSG00000001167.10:NFYA	Testis	Vagina	0.248
ENSG00000004809.9:SLC22A16	Adipose_Subcutaneous	Adipose_Visceral_Omentum	0.867
ENSG00000004809.9:SLC22A16	Adipose_Subcutaneous	Adrenal_Gland	0.684
ENSG00000004809.9:SLC22A16	Adipose_Visceral_Omentum	Adrenal_Gland	0.655
ENSG00000004809.9:SLC22A16	Adipose_Subcutaneous	Artery_Aorta	0.807
ENSG00000004809.9:SLC22A16	Adipose_Visceral_Omentum	Artery_Aorta	0.756
ENSG00000004809.9:SLC22A16	Adrenal_Gland	Artery_Aorta	0.671
ENSG00000004809.9:SLC22A16	Adipose_Subcutaneous	Artery_Coronary	0.711
ENSG00000004809.9:SLC22A16	Adipose_Visceral_Omentum	Artery_Coronary	0.568
