GENE	REF1	REF2	CORR
ENSG00000141956.9:PRDM15	Adipose_Subcutaneous	Adrenal_Gland	 0.52850
ENSG00000141956.9:PRDM15	Adipose_Subcutaneous	Artery_Aorta	 0.70746
ENSG00000141956.9:PRDM15	Adrenal_Gland	Artery_Aorta	 0.22600
ENSG00000141956.9:PRDM15	Adipose_Subcutaneous	Artery_Coronary	 0.39291
ENSG00000141956.9:PRDM15	Adrenal_Gland	Artery_Coronary	 0.04771
ENSG00000141956.9:PRDM15	Artery_Aorta	Artery_Coronary	 0.54368
ENSG00000141956.9:PRDM15	Adipose_Subcutaneous	Artery_Tibial	 0.77608
ENSG00000141956.9:PRDM15	Adrenal_Gland	Artery_Tibial	 0.28928
ENSG00000141956.9:PRDM15	Artery_Aorta	Artery_Tibial	 0.90823
ENSG00000141956.9:PRDM15	Artery_Coronary	Artery_Tibial	 0.56362
ENSG00000141956.9:PRDM15	Adipose_Subcutaneous	Brain_Anterior_cingulate_cortex_BA24	 0.24454
ENSG00000141956.9:PRDM15	Adrenal_Gland	Brain_Anterior_cingulate_cortex_BA24	 0.11549
ENSG00000141956.9:PRDM15	Artery_Aorta	Brain_Anterior_cingulate_cortex_BA24	 0.44707
ENSG00000141956.9:PRDM15	Artery_Coronary	Brain_Anterior_cingulate_cortex_BA24	 0.30091
ENSG00000141956.9:PRDM15	Artery_Tibial	Brain_Anterior_cingulate_cortex_BA24	 0.37881
ENSG00000141956.9:PRDM15	Adipose_Subcutaneous	Brain_Caudate_basal_ganglia	 0.38890
ENSG00000141956.9:PRDM15	Adrenal_Gland	Brain_Caudate_basal_ganglia	 0.23162
ENSG00000141956.9:PRDM15	Artery_Aorta	Brain_Caudate_basal_ganglia	 0.48123
ENSG00000141956.9:PRDM15	Artery_Coronary	Brain_Caudate_basal_ganglia	 0.25224
ENSG00000141956.9:PRDM15	Artery_Tibial	Brain_Caudate_basal_ganglia	 0.41062
ENSG00000141956.9:PRDM15	Brain_Anterior_cingulate_cortex_BA24	Brain_Caudate_basal_ganglia	 0.46710
ENSG00000141956.9:PRDM15	Adipose_Subcutaneous	Brain_Frontal_Cortex_BA9	 0.21059
ENSG00000141956.9:PRDM15	Adrenal_Gland	Brain_Frontal_Cortex_BA9	-0.08843
ENSG00000141956.9:PRDM15	Artery_Aorta	Brain_Frontal_Cortex_BA9	 0.55591
ENSG00000141956.9:PRDM15	Artery_Coronary	Brain_Frontal_Cortex_BA9	 0.52283
ENSG00000141956.9:PRDM15	Artery_Tibial	Brain_Frontal_Cortex_BA9	 0.46018
ENSG00000141956.9:PRDM15	Brain_Anterior_cingulate_cortex_BA24	Brain_Frontal_Cortex_BA9	 0.53736
ENSG00000141956.9:PRDM15	Brain_Caudate_basal_ganglia	Brain_Frontal_Cortex_BA9	 0.47940
ENSG00000141956.9:PRDM15	Adipose_Subcutaneous	Brain_Hypothalamus	 0.42316
ENSG00000141956.9:PRDM15	Adrenal_Gland	Brain_Hypothalamus	 0.06440
ENSG00000141956.9:PRDM15	Artery_Aorta	Brain_Hypothalamus	 0.49348
ENSG00000141956.9:PRDM15	Artery_Coronary	Brain_Hypothalamus	 0.65097
ENSG00000141956.9:PRDM15	Artery_Tibial	Brain_Hypothalamus	 0.48366
ENSG00000141956.9:PRDM15	Brain_Anterior_cingulate_cortex_BA24	Brain_Hypothalamus	 0.44051
ENSG00000141956.9:PRDM15	Brain_Caudate_basal_ganglia	Brain_Hypothalamus	 0.40968
ENSG00000141956.9:PRDM15	Brain_Frontal_Cortex_BA9	Brain_Hypothalamus	 0.72153
ENSG00000141956.9:PRDM15	Adipose_Subcutaneous	Breast_Mammary_Tissue	 0.86203
ENSG00000141956.9:PRDM15	Adrenal_Gland	Breast_Mammary_Tissue	 0.54442
ENSG00000141956.9:PRDM15	Artery_Aorta	Breast_Mammary_Tissue	 0.61721
