GENE	REF1	REF2	CORR
ENSG00000008988.5:RPS20	Adipose_Subcutaneous	Adipose_Visceral_Omentum	 0.49935
ENSG00000008988.5:RPS20	Adipose_Subcutaneous	Artery_Aorta	 0.71306
ENSG00000008988.5:RPS20	Adipose_Visceral_Omentum	Artery_Aorta	 0.60983
ENSG00000008988.5:RPS20	Adipose_Subcutaneous	Artery_Tibial	 0.74784
ENSG00000008988.5:RPS20	Adipose_Visceral_Omentum	Artery_Tibial	 0.46267
ENSG00000008988.5:RPS20	Artery_Aorta	Artery_Tibial	 0.86555
ENSG00000008988.5:RPS20	Adipose_Subcutaneous	Brain_Anterior_cingulate_cortex_BA24	 0.45471
ENSG00000008988.5:RPS20	Adipose_Visceral_Omentum	Brain_Anterior_cingulate_cortex_BA24	-0.14613
ENSG00000008988.5:RPS20	Artery_Aorta	Brain_Anterior_cingulate_cortex_BA24	 0.39042
ENSG00000008988.5:RPS20	Artery_Tibial	Brain_Anterior_cingulate_cortex_BA24	 0.52721
ENSG00000008988.5:RPS20	Adipose_Subcutaneous	Brain_Caudate_basal_ganglia	 0.50456
ENSG00000008988.5:RPS20	Adipose_Visceral_Omentum	Brain_Caudate_basal_ganglia	 0.03138
ENSG00000008988.5:RPS20	Artery_Aorta	Brain_Caudate_basal_ganglia	 0.56493
ENSG00000008988.5:RPS20	Artery_Tibial	Brain_Caudate_basal_ganglia	 0.77783
ENSG00000008988.5:RPS20	Brain_Anterior_cingulate_cortex_BA24	Brain_Caudate_basal_ganglia	 0.63430
ENSG00000008988.5:RPS20	Adipose_Subcutaneous	Brain_Cerebellar_Hemisphere	 0.68687
ENSG00000008988.5:RPS20	Adipose_Visceral_Omentum	Brain_Cerebellar_Hemisphere	 0.45735
ENSG00000008988.5:RPS20	Artery_Aorta	Brain_Cerebellar_Hemisphere	 0.69466
ENSG00000008988.5:RPS20	Artery_Tibial	Brain_Cerebellar_Hemisphere	 0.78074
ENSG00000008988.5:RPS20	Brain_Anterior_cingulate_cortex_BA24	Brain_Cerebellar_Hemisphere	 0.35480
ENSG00000008988.5:RPS20	Brain_Caudate_basal_ganglia	Brain_Cerebellar_Hemisphere	 0.62497
ENSG00000008988.5:RPS20	Adipose_Subcutaneous	Brain_Cerebellum	 0.74890
ENSG00000008988.5:RPS20	Adipose_Visceral_Omentum	Brain_Cerebellum	 0.50664
ENSG00000008988.5:RPS20	Artery_Aorta	Brain_Cerebellum	 0.76107
ENSG00000008988.5:RPS20	Artery_Tibial	Brain_Cerebellum	 0.88300
ENSG00000008988.5:RPS20	Brain_Anterior_cingulate_cortex_BA24	Brain_Cerebellum	 0.50301
ENSG00000008988.5:RPS20	Brain_Caudate_basal_ganglia	Brain_Cerebellum	 0.69583
ENSG00000008988.5:RPS20	Brain_Cerebellar_Hemisphere	Brain_Cerebellum	 0.78469
ENSG00000008988.5:RPS20	Adipose_Subcutaneous	Brain_Cortex	 0.60099
ENSG00000008988.5:RPS20	Adipose_Visceral_Omentum	Brain_Cortex	 0.07195
ENSG00000008988.5:RPS20	Artery_Aorta	Brain_Cortex	 0.61930
ENSG00000008988.5:RPS20	Artery_Tibial	Brain_Cortex	 0.82613
ENSG00000008988.5:RPS20	Brain_Anterior_cingulate_cortex_BA24	Brain_Cortex	 0.68001
