GENE	REF1	REF2	CORR
ENSG00000074657.9:ZNF532	Adipose_Subcutaneous	Adipose_Visceral_Omentum	 0.5119
ENSG00000074657.9:ZNF532	Adipose_Subcutaneous	Artery_Aorta	 0.4815
ENSG00000074657.9:ZNF532	Adipose_Visceral_Omentum	Artery_Aorta	 0.5786
ENSG00000074657.9:ZNF532	Adipose_Subcutaneous	Artery_Tibial	 0.4647
ENSG00000074657.9:ZNF532	Adipose_Visceral_Omentum	Artery_Tibial	 0.5529
ENSG00000074657.9:ZNF532	Artery_Aorta	Artery_Tibial	 0.6830
ENSG00000074657.9:ZNF532	Adipose_Subcutaneous	Esophagus_Mucosa	 0.2742
ENSG00000074657.9:ZNF532	Adipose_Visceral_Omentum	Esophagus_Mucosa	 0.2015
ENSG00000074657.9:ZNF532	Artery_Aorta	Esophagus_Mucosa	 0.3255
ENSG00000074657.9:ZNF532	Artery_Tibial	Esophagus_Mucosa	 0.1635
ENSG00000074657.9:ZNF532	Adipose_Subcutaneous	Skin_Sun_Exposed_Lower_leg	 0.3835
ENSG00000074657.9:ZNF532	Adipose_Visceral_Omentum	Skin_Sun_Exposed_Lower_leg	 0.4139
ENSG00000074657.9:ZNF532	Artery_Aorta	Skin_Sun_Exposed_Lower_leg	 0.4768
ENSG00000074657.9:ZNF532	Artery_Tibial	Skin_Sun_Exposed_Lower_leg	 0.4646
ENSG00000074657.9:ZNF532	Esophagus_Mucosa	Skin_Sun_Exposed_Lower_leg	 0.1073
ENSG00000074657.9:ZNF532	Adipose_Subcutaneous	Thyroid	 0.0346
ENSG00000074657.9:ZNF532	Adipose_Visceral_Omentum	Thyroid	 0.2534
ENSG00000074657.9:ZNF532	Artery_Aorta	Thyroid	 0.2051
ENSG00000074657.9:ZNF532	Artery_Tibial	Thyroid	 0.1972
ENSG00000074657.9:ZNF532	Esophagus_Mucosa	Thyroid	-0.1092
ENSG00000074657.9:ZNF532	Skin_Sun_Exposed_Lower_leg	Thyroid	 0.3727
ENSG00000075643.5:MOCOS	Adipose_Subcutaneous	Adipose_Visceral_Omentum	 0.348306
ENSG00000075643.5:MOCOS	Adipose_Subcutaneous	Adrenal_Gland	 0.426473
ENSG00000075643.5:MOCOS	Adipose_Visceral_Omentum	Adrenal_Gland	 0.181331
ENSG00000075643.5:MOCOS	Adipose_Subcutaneous	Artery_Aorta	 0.431098
ENSG00000075643.5:MOCOS	Adipose_Visceral_Omentum	Artery_Aorta	-0.072433
ENSG00000075643.5:MOCOS	Adrenal_Gland	Artery_Aorta	-0.023369
ENSG00000075643.5:MOCOS	Adipose_Subcutaneous	Artery_Tibial	 0.397733
ENSG00000075643.5:MOCOS	Adipose_Visceral_Omentum	Artery_Tibial	 0.105000
ENSG00000075643.5:MOCOS	Adrenal_Gland	Artery_Tibial	-0.043357
ENSG00000075643.5:MOCOS	Artery_Aorta	Artery_Tibial	 0.801123
ENSG00000075643.5:MOCOS	Adipose_Subcutaneous	Brain_Anterior_cingulate_cortex_BA24	 0.316828
ENSG00000075643.5:MOCOS	Adipose_Visceral_Omentum	Brain_Anterior_cingulate_cortex_BA24	 0.400309
ENSG00000075643.5:MOCOS	Adrenal_Gland	Brain_Anterior_cingulate_cortex_BA24	 0.023048
ENSG00000075643.5:MOCOS	Artery_Aorta	Brain_Anterior_cingulate_cortex_BA24	 0.185064
ENSG00000075643.5:MOCOS	Artery_Tibial	Brain_Anterior_cingulate_cortex_BA24	 0.126594
ENSG00000075643.5:MOCOS	Adipose_Subcutaneous	Brain_Caudate_basal_ganglia	 0.282413
ENSG00000075643.5:MOCOS	Adipose_Visceral_Omentum	Brain_Caudate_basal_ganglia	 0.521927
ENSG00000075643.5:MOCOS	Adrenal_Gland	Brain_Caudate_basal_ganglia	 0.167666
ENSG00000075643.5:MOCOS	Artery_Aorta	Brain_Caudate_basal_ganglia	 0.027166
ENSG00000075643.5:MOCOS	Artery_Tibial	Brain_Caudate_basal_ganglia	-0.011002
ENSG00000075643.5:MOCOS	Brain_Anterior_cingulate_cortex_BA24	Brain_Caudate_basal_ganglia	 0.470326
ENSG00000075643.5:MOCOS	Adipose_Subcutaneous	Brain_Cortex	 0.471032
ENSG00000075643.5:MOCOS	Adipose_Visceral_Omentum	Brain_Cortex	 0.200833
ENSG00000075643.5:MOCOS	Adrenal_Gland	Brain_Cortex	 0.279151
ENSG00000075643.5:MOCOS	Artery_Aorta	Brain_Cortex	 0.288916
ENSG00000075643.5:MOCOS	Artery_Tibial	Brain_Cortex	 0.238130
ENSG00000075643.5:MOCOS	Brain_Anterior_cingulate_cortex_BA24	Brain_Cortex	 0.567065
ENSG00000075643.5:MOCOS	Brain_Caudate_basal_ganglia	Brain_Cortex	 0.416627
ENSG00000075643.5:MOCOS	Adipose_Subcutaneous	Cells_EBV-transformed_lymphocytes	 0.326798
ENSG00000075643.5:MOCOS	Adipose_Visceral_Omentum	Cells_EBV-transformed_lymphocytes	 0.281119
ENSG00000075643.5:MOCOS	Adrenal_Gland	Cells_EBV-transformed_lymphocytes	-0.017185
ENSG00000075643.5:MOCOS	Artery_Aorta	Cells_EBV-transformed_lymphocytes	 0.694136
ENSG00000075643.5:MOCOS	Artery_Tibial	Cells_EBV-transformed_lymphocytes	 0.699089
ENSG00000075643.5:MOCOS	Brain_Anterior_cingulate_cortex_BA24	Cells_EBV-transformed_lymphocytes	 0.406847
ENSG00000075643.5:MOCOS	Brain_Caudate_basal_ganglia	Cells_EBV-transformed_lymphocytes	 0.227008
ENSG00000075643.5:MOCOS	Brain_Cortex	Cells_EBV-transformed_lymphocytes	 0.305592
ENSG00000075643.5:MOCOS	Adipose_Subcutaneous	Cells_Transformed_fibroblasts	 0.433999
ENSG00000075643.5:MOCOS	Adipose_Visceral_Omentum	Cells_Transformed_fibroblasts	-0.094777
ENSG00000075643.5:MOCOS	Adrenal_Gland	Cells_Transformed_fibroblasts	 0.259948
ENSG00000075643.5:MOCOS	Artery_Aorta	Cells_Transformed_fibroblasts	 0.636146
ENSG00000075643.5:MOCOS	Artery_Tibial	Cells_Transformed_fibroblasts	 0.569808
ENSG00000075643.5:MOCOS	Brain_Anterior_cingulate_cortex_BA24	Cells_Transformed_fibroblasts	 0.183428
ENSG00000075643.5:MOCOS	Brain_Caudate_basal_ganglia	Cells_Transformed_fibroblasts	 0.155268
ENSG00000075643.5:MOCOS	Brain_Cortex	Cells_Transformed_fibroblasts	 0.334261
ENSG00000075643.5:MOCOS	Cells_EBV-transformed_lymphocytes	Cells_Transformed_fibroblasts	 0.400895
ENSG00000075643.5:MOCOS	Adipose_Subcutaneous	Colon_Sigmoid	 0.388966
ENSG00000075643.5:MOCOS	Adipose_Visceral_Omentum	Colon_Sigmoid	 0.300076
ENSG00000075643.5:MOCOS	Adrenal_Gland	Colon_Sigmoid	-0.008366
ENSG00000075643.5:MOCOS	Artery_Aorta	Colon_Sigmoid	 0.762966
ENSG00000075643.5:MOCOS	Artery_Tibial	Colon_Sigmoid	 0.822004
ENSG00000075643.5:MOCOS	Brain_Anterior_cingulate_cortex_BA24	Colon_Sigmoid	 0.208254
ENSG00000075643.5:MOCOS	Brain_Caudate_basal_ganglia	Colon_Sigmoid	 0.097805
ENSG00000075643.5:MOCOS	Brain_Cortex	Colon_Sigmoid	 0.188103
ENSG00000075643.5:MOCOS	Cells_EBV-transformed_lymphocytes	Colon_Sigmoid	 0.778508
ENSG00000075643.5:MOCOS	Cells_Transformed_fibroblasts	Colon_Sigmoid	 0.444052
ENSG00000075643.5:MOCOS	Adipose_Subcutaneous	Colon_Transverse	 0.252194
ENSG00000075643.5:MOCOS	Adipose_Visceral_Omentum	Colon_Transverse	 0.101083
ENSG00000075643.5:MOCOS	Adrenal_Gland	Colon_Transverse	-0.015823
ENSG00000075643.5:MOCOS	Artery_Aorta	Colon_Transverse	 0.620330
ENSG00000075643.5:MOCOS	Artery_Tibial	Colon_Transverse	 0.687029
ENSG00000075643.5:MOCOS	Brain_Anterior_cingulate_cortex_BA24	Colon_Transverse	 0.090954
ENSG00000075643.5:MOCOS	Brain_Caudate_basal_ganglia	Colon_Transverse	 0.138806
ENSG00000075643.5:MOCOS	Brain_Cortex	Colon_Transverse	 0.181287
ENSG00000075643.5:MOCOS	Cells_EBV-transformed_lymphocytes	Colon_Transverse	 0.442657
ENSG00000075643.5:MOCOS	Cells_Transformed_fibroblasts	Colon_Transverse	 0.558677
ENSG00000075643.5:MOCOS	Colon_Sigmoid	Colon_Transverse	 0.683033
ENSG00000075643.5:MOCOS	Adipose_Subcutaneous	Esophagus_Gastroesophageal_Junction	 0.461821
ENSG00000075643.5:MOCOS	Adipose_Visceral_Omentum	Esophagus_Gastroesophageal_Junction	 0.091989
ENSG00000075643.5:MOCOS	Adrenal_Gland	Esophagus_Gastroesophageal_Junction	 0.195805
ENSG00000075643.5:MOCOS	Artery_Aorta	Esophagus_Gastroesophageal_Junction	 0.672805
ENSG00000075643.5:MOCOS	Artery_Tibial	Esophagus_Gastroesophageal_Junction	 0.601899
ENSG00000075643.5:MOCOS	Brain_Anterior_cingulate_cortex_BA24	Esophagus_Gastroesophageal_Junction	 0.109205
ENSG00000075643.5:MOCOS	Brain_Caudate_basal_ganglia	Esophagus_Gastroesophageal_Junction	 0.267800
ENSG00000075643.5:MOCOS	Brain_Cortex	Esophagus_Gastroesophageal_Junction	 0.307537
ENSG00000075643.5:MOCOS	Cells_EBV-transformed_lymphocytes	Esophagus_Gastroesophageal_Junction	 0.417167
ENSG00000075643.5:MOCOS	Cells_Transformed_fibroblasts	Esophagus_Gastroesophageal_Junction	 0.648629
ENSG00000075643.5:MOCOS	Colon_Sigmoid	Esophagus_Gastroesophageal_Junction	 0.577541
ENSG00000075643.5:MOCOS	Colon_Transverse	Esophagus_Gastroesophageal_Junction	 0.671645
ENSG00000075643.5:MOCOS	Adipose_Subcutaneous	Esophagus_Mucosa	 0.512378
ENSG00000075643.5:MOCOS	Adipose_Visceral_Omentum	Esophagus_Mucosa	 0.257230
ENSG00000075643.5:MOCOS	Adrenal_Gland	Esophagus_Mucosa	 0.091714
ENSG00000075643.5:MOCOS	Artery_Aorta	Esophagus_Mucosa	 0.813850
ENSG00000075643.5:MOCOS	Artery_Tibial	Esophagus_Mucosa	 0.708853
ENSG00000075643.5:MOCOS	Brain_Anterior_cingulate_cortex_BA24	Esophagus_Mucosa	 0.187917
ENSG00000075643.5:MOCOS	Brain_Caudate_basal_ganglia	Esophagus_Mucosa	 0.185178
ENSG00000075643.5:MOCOS	Brain_Cortex	Esophagus_Mucosa	 0.250588
ENSG00000075643.5:MOCOS	Cells_EBV-transformed_lymphocytes	Esophagus_Mucosa	 0.537097
ENSG00000075643.5:MOCOS	Cells_Transformed_fibroblasts	Esophagus_Mucosa	 0.592570
ENSG00000075643.5:MOCOS	Colon_Sigmoid	Esophagus_Mucosa	 0.775871
ENSG00000075643.5:MOCOS	Colon_Transverse	Esophagus_Mucosa	 0.628079
ENSG00000075643.5:MOCOS	Esophagus_Gastroesophageal_Junction	Esophagus_Mucosa	 0.694642
ENSG00000075643.5:MOCOS	Adipose_Subcutaneous	Esophagus_Muscularis	 0.502152
ENSG00000075643.5:MOCOS	Adipose_Visceral_Omentum	Esophagus_Muscularis	 0.371071
ENSG00000075643.5:MOCOS	Adrenal_Gland	Esophagus_Muscularis	-0.000765
ENSG00000075643.5:MOCOS	Artery_Aorta	Esophagus_Muscularis	 0.780372
ENSG00000075643.5:MOCOS	Artery_Tibial	Esophagus_Muscularis	 0.762446
ENSG00000075643.5:MOCOS	Brain_Anterior_cingulate_cortex_BA24	Esophagus_Muscularis	 0.306596
ENSG00000075643.5:MOCOS	Brain_Caudate_basal_ganglia	Esophagus_Muscularis	 0.314934
ENSG00000075643.5:MOCOS	Brain_Cortex	Esophagus_Muscularis	 0.313667
ENSG00000075643.5:MOCOS	Cells_EBV-transformed_lymphocytes	Esophagus_Muscularis	 0.678312
ENSG00000075643.5:MOCOS	Cells_Transformed_fibroblasts	Esophagus_Muscularis	 0.535402
ENSG00000075643.5:MOCOS	Colon_Sigmoid	Esophagus_Muscularis	 0.848367
ENSG00000075643.5:MOCOS	Colon_Transverse	Esophagus_Muscularis	 0.753794
ENSG00000075643.5:MOCOS	Esophagus_Gastroesophageal_Junction	Esophagus_Muscularis	 0.711174
ENSG00000075643.5:MOCOS	Esophagus_Mucosa	Esophagus_Muscularis	 0.830959
ENSG00000075643.5:MOCOS	Adipose_Subcutaneous	Heart_Atrial_Appendage	 0.557144
ENSG00000075643.5:MOCOS	Adipose_Visceral_Omentum	Heart_Atrial_Appendage	 0.463344
ENSG00000075643.5:MOCOS	Adrenal_Gland	Heart_Atrial_Appendage	 0.054923
ENSG00000075643.5:MOCOS	Artery_Aorta	Heart_Atrial_Appendage	 0.596699
ENSG00000075643.5:MOCOS	Artery_Tibial	Heart_Atrial_Appendage	 0.576519
ENSG00000075643.5:MOCOS	Brain_Anterior_cingulate_cortex_BA24	Heart_Atrial_Appendage	 0.407016
