GENE	REF1	REF2	CORR
ENSG00000002919.10:SNX11	Artery_Tibial	Brain_Amygdala	0.476
ENSG00000002919.10:SNX11	Artery_Tibial	Brain_Caudate_basal_ganglia	0.633
ENSG00000002919.10:SNX11	Brain_Amygdala	Brain_Caudate_basal_ganglia	0.671
ENSG00000002919.10:SNX11	Artery_Tibial	Brain_Cerebellar_Hemisphere	0.727
ENSG00000002919.10:SNX11	Brain_Amygdala	Brain_Cerebellar_Hemisphere	0.739
ENSG00000002919.10:SNX11	Brain_Caudate_basal_ganglia	Brain_Cerebellar_Hemisphere	0.632
ENSG00000002919.10:SNX11	Artery_Tibial	Brain_Cerebellum	0.544
ENSG00000002919.10:SNX11	Brain_Amygdala	Brain_Cerebellum	0.387
ENSG00000002919.10:SNX11	Brain_Caudate_basal_ganglia	Brain_Cerebellum	0.438
ENSG00000002919.10:SNX11	Brain_Cerebellar_Hemisphere	Brain_Cerebellum	0.512
ENSG00000002919.10:SNX11	Artery_Tibial	Colon_Transverse	0.591
ENSG00000002919.10:SNX11	Brain_Amygdala	Colon_Transverse	0.704
ENSG00000002919.10:SNX11	Brain_Caudate_basal_ganglia	Colon_Transverse	0.856
ENSG00000002919.10:SNX11	Brain_Cerebellar_Hemisphere	Colon_Transverse	0.686
ENSG00000002919.10:SNX11	Brain_Cerebellum	Colon_Transverse	0.295
ENSG00000002919.10:SNX11	Artery_Tibial	Esophagus_Muscularis	0.716
ENSG00000002919.10:SNX11	Brain_Amygdala	Esophagus_Muscularis	0.648
ENSG00000002919.10:SNX11	Brain_Caudate_basal_ganglia	Esophagus_Muscularis	0.680
ENSG00000002919.10:SNX11	Brain_Cerebellar_Hemisphere	Esophagus_Muscularis	0.821
ENSG00000002919.10:SNX11	Brain_Cerebellum	Esophagus_Muscularis	0.581
ENSG00000002919.10:SNX11	Colon_Transverse	Esophagus_Muscularis	0.796
ENSG00000002919.10:SNX11	Artery_Tibial	Heart_Atrial_Appendage	0.817
ENSG00000002919.10:SNX11	Brain_Amygdala	Heart_Atrial_Appendage	0.475
ENSG00000002919.10:SNX11	Brain_Caudate_basal_ganglia	Heart_Atrial_Appendage	0.569
ENSG00000002919.10:SNX11	Brain_Cerebellar_Hemisphere	Heart_Atrial_Appendage	0.742
ENSG00000002919.10:SNX11	Brain_Cerebellum	Heart_Atrial_Appendage	0.621
