GENE	REF1	REF2	CORR
ENSG00000005801.12:ZNF195	Adipose_Visceral_Omentum	Adrenal_Gland	0.937
ENSG00000005801.12:ZNF195	Adipose_Visceral_Omentum	Artery_Coronary	0.797
ENSG00000005801.12:ZNF195	Adrenal_Gland	Artery_Coronary	0.867
ENSG00000005801.12:ZNF195	Adipose_Visceral_Omentum	Brain_Cortex	0.928
ENSG00000005801.12:ZNF195	Adrenal_Gland	Brain_Cortex	0.922
ENSG00000005801.12:ZNF195	Artery_Coronary	Brain_Cortex	0.868
ENSG00000005801.12:ZNF195	Adipose_Visceral_Omentum	Brain_Hippocampus	0.945
ENSG00000005801.12:ZNF195	Adrenal_Gland	Brain_Hippocampus	0.934
ENSG00000005801.12:ZNF195	Artery_Coronary	Brain_Hippocampus	0.860
ENSG00000005801.12:ZNF195	Brain_Cortex	Brain_Hippocampus	0.925
ENSG00000005801.12:ZNF195	Adipose_Visceral_Omentum	Brain_Putamen_basal_ganglia	0.805
ENSG00000005801.12:ZNF195	Adrenal_Gland	Brain_Putamen_basal_ganglia	0.817
ENSG00000005801.12:ZNF195	Artery_Coronary	Brain_Putamen_basal_ganglia	0.797
ENSG00000005801.12:ZNF195	Brain_Cortex	Brain_Putamen_basal_ganglia	0.831
ENSG00000005801.12:ZNF195	Brain_Hippocampus	Brain_Putamen_basal_ganglia	0.829
ENSG00000005801.12:ZNF195	Adipose_Visceral_Omentum	Breast_Mammary_Tissue	0.943
ENSG00000005801.12:ZNF195	Adrenal_Gland	Breast_Mammary_Tissue	0.919
ENSG00000005801.12:ZNF195	Artery_Coronary	Breast_Mammary_Tissue	0.833
ENSG00000005801.12:ZNF195	Brain_Cortex	Breast_Mammary_Tissue	0.920
ENSG00000005801.12:ZNF195	Brain_Hippocampus	Breast_Mammary_Tissue	0.948
ENSG00000005801.12:ZNF195	Brain_Putamen_basal_ganglia	Breast_Mammary_Tissue	0.836
ENSG00000005801.12:ZNF195	Adipose_Visceral_Omentum	Colon_Sigmoid	0.695
ENSG00000005801.12:ZNF195	Adrenal_Gland	Colon_Sigmoid	0.669
ENSG00000005801.12:ZNF195	Artery_Coronary	Colon_Sigmoid	0.586
ENSG00000005801.12:ZNF195	Brain_Cortex	Colon_Sigmoid	0.598
ENSG00000005801.12:ZNF195	Brain_Hippocampus	Colon_Sigmoid	0.632
ENSG00000005801.12:ZNF195	Brain_Putamen_basal_ganglia	Colon_Sigmoid	0.536
ENSG00000005801.12:ZNF195	Breast_Mammary_Tissue	Colon_Sigmoid	0.646
ENSG00000005801.12:ZNF195	Adipose_Visceral_Omentum	Pituitary	0.934
ENSG00000005801.12:ZNF195	Adrenal_Gland	Pituitary	0.928
ENSG00000005801.12:ZNF195	Artery_Coronary	Pituitary	0.859
ENSG00000005801.12:ZNF195	Brain_Cortex	Pituitary	0.919
ENSG00000005801.12:ZNF195	Brain_Hippocampus	Pituitary	0.948
ENSG00000005801.12:ZNF195	Brain_Putamen_basal_ganglia	Pituitary	0.841
ENSG00000005801.12:ZNF195	Breast_Mammary_Tissue	Pituitary	0.917
ENSG00000005801.12:ZNF195	Colon_Sigmoid	Pituitary	0.594
ENSG00000005801.12:ZNF195	Adipose_Visceral_Omentum	Prostate	0.757
ENSG00000005801.12:ZNF195	Adrenal_Gland	Prostate	0.766
ENSG00000005801.12:ZNF195	Artery_Coronary	Prostate	0.637
ENSG00000005801.12:ZNF195	Brain_Cortex	Prostate	0.775
